Round 1 - Start Time: 04.30 AM
Iteration 6 - 16th Oct : 05.36 AM
Iteration 7 - 16th Oct : 05.36 AM
Iteration 8 - 16th Oct : 05.36 AM
Iteration 9 - 16th Oct : 05.36 AM
Iteration 10 - 16th Oct : 05.36 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.36 AM
Iteration 2 - 16th Oct : 05.36 AM
Iteration 3 - 16th Oct : 05.36 AM
Iteration 4 - 16th Oct : 05.36 AM
Iteration 5 - 16th Oct : 05.36 AM
Iteration 6 - 16th Oct : 05.36 AM
Iteration 7 - 16th Oct : 05.36 AM
Iteration 8 - 16th Oct : 05.36 AM
Iteration 9 - 16th Oct : 05.36 AM
Iteration 10 - 16th Oct : 05.36 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.36 AM
Iteration 2 - 16th Oct : 05.36 AM
Iteration 3 - 16th Oct : 05.37 AM
Iteration 4 - 16th Oct : 05.37 AM
Iteration 5 - 16th Oct : 05.37 AM
Iteration 6 - 16th Oct : 05.37 AM
Iteration 7 - 16th Oct : 05.37 AM
Iteration 8 - 16th Oct : 05.37 AM
Iteration 9 - 16th Oct : 05.37 AM
Iteration 10 - 16th Oct : 05.37 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.37 AM
Iteration 2 - 16th Oct : 05.37 AM
Iteration 3 - 16th Oct : 05.37 AM
Iteration 4 - 16th Oct : 05.37 AM
Iteration 5 - 16th Oct : 05.37 AM
Iteration 6 - 16th Oct : 05.37 AM
Iteration 7 - 16th Oct : 05.37 AM
Iteration 8 - 16th Oct : 05.37 AM
Iteration 9 - 16th Oct : 05.37 AM
Iteration 10 - 16th Oct : 05.37 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.37 AM
Iteration 2 - 16th Oct : 05.37 AM
Iteration 3 - 16th Oct : 05.37 AM
Iteration 4 - 16th Oct : 05.37 AM
Iteration 5 - 16th Oct : 05.37 AM
Iteration 6 - 16th Oct : 05.37 AM
Iteration 7 - 16th Oct : 05.37 AM
Iteration 8 - 16th Oct : 05.37 AM
Iteration 9 - 16th Oct : 05.37 AM
Iteration 10 - 16th Oct : 05.37 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.37 AM
Iteration 2 - 16th Oct : 05.37 AM
Iteration 3 - 16th Oct : 05.37 AM
Iteration 4 - 16th Oct : 05.38 AM
Iteration 5 - 16th Oct : 05.38 AM
Iteration 6 - 16th Oct : 05.38 AM
Iteration 7 - 16th Oct : 05.38 AM
Iteration 8 - 16th Oct : 05.38 AM
Iteration 9 - 16th Oct : 05.38 AM
Iteration 10 - 16th Oct : 05.38 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.38 AM
Iteration 2 - 16th Oct : 05.38 AM
Iteration 3 - 16th Oct : 05.38 AM
Iteration 4 - 16th Oct : 05.38 AM
Iteration 5 - 16th Oct : 05.38 AM
Iteration 6 - 16th Oct : 05.38 AM
Iteration 7 - 16th Oct : 05.38 AM
Iteration 8 - 16th Oct : 05.38 AM
Iteration 9 - 16th Oct : 05.38 AM
Iteration 10 - 16th Oct : 05.38 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.38 AM
Iteration 2 - 16th Oct : 05.38 AM
Iteration 3 - 16th Oct : 05.38 AM
Iteration 4 - 16th Oct : 05.38 AM
Iteration 5 - 16th Oct : 05.38 AM
Iteration 6 - 16th Oct : 05.38 AM
Iteration 7 - 16th Oct : 05.38 AM
Iteration 8 - 16th Oct : 05.38 AM
Iteration 9 - 16th Oct : 05.38 AM
Iteration 10 - 16th Oct : 05.38 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.38 AM
Iteration 2 - 16th Oct : 05.38 AM
Iteration 3 - 16th Oct : 05.38 AM
Iteration 4 - 16th Oct : 05.38 AM
Iteration 5 - 16th Oct : 05.39 AM
Iteration 6 - 16th Oct : 05.39 AM
Iteration 7 - 16th Oct : 05.39 AM
Iteration 8 - 16th Oct : 05.39 AM
Iteration 9 - 16th Oct : 05.39 AM
Iteration 10 - 16th Oct : 05.39 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.39 AM
Iteration 2 - 16th Oct : 05.39 AM
Iteration 3 - 16th Oct : 05.39 AM
Iteration 4 - 16th Oct : 05.39 AM
Iteration 5 - 16th Oct : 05.39 AM
Iteration 6 - 16th Oct : 05.39 AM
Iteration 7 - 16th Oct : 05.39 AM
Iteration 8 - 16th Oct : 05.39 AM
Iteration 9 - 16th Oct : 05.39 AM
Iteration 10 - 16th Oct : 05.39 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.39 AM
Iteration 2 - 16th Oct : 05.39 AM
Iteration 3 - 16th Oct : 05.39 AM
Iteration 4 - 16th Oct : 05.39 AM
Iteration 5 - 16th Oct : 05.39 AM
Iteration 6 - 16th Oct : 05.39 AM
Iteration 7 - 16th Oct : 05.39 AM
Iteration 8 - 16th Oct : 05.39 AM
Iteration 9 - 16th Oct : 05.39 AM
Iteration 10 - 16th Oct : 05.39 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.39 AM
Iteration 2 - 16th Oct : 05.39 AM
Iteration 3 - 16th Oct : 05.39 AM
Iteration 4 - 16th Oct : 05.39 AM
Iteration 5 - 16th Oct : 05.39 AM
Iteration 6 - 16th Oct : 05.40 AM
Iteration 7 - 16th Oct : 05.40 AM
Iteration 8 - 16th Oct : 05.40 AM
Iteration 9 - 16th Oct : 05.40 AM
Iteration 10 - 16th Oct : 05.40 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.40 AM
Iteration 2 - 16th Oct : 05.40 AM
Iteration 3 - 16th Oct : 05.40 AM
Iteration 4 - 16th Oct : 05.40 AM
Iteration 5 - 16th Oct : 05.40 AM
Iteration 6 - 16th Oct : 05.40 AM
Iteration 7 - 16th Oct : 05.40 AM
Iteration 8 - 16th Oct : 05.40 AM
Iteration 9 - 16th Oct : 05.40 AM
Iteration 10 - 16th Oct : 05.40 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.40 AM
Iteration 2 - 16th Oct : 05.40 AM
Iteration 3 - 16th Oct : 05.40 AM
Iteration 4 - 16th Oct : 05.40 AM
Iteration 5 - 16th Oct : 05.40 AM
Iteration 6 - 16th Oct : 05.40 AM
Iteration 7 - 16th Oct : 05.40 AM
Iteration 8 - 16th Oct : 05.40 AM
Iteration 9 - 16th Oct : 05.40 AM
Iteration 10 - 16th Oct : 05.40 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.40 AM
Iteration 2 - 16th Oct : 05.40 AM
Iteration 3 - 16th Oct : 05.40 AM
Iteration 4 - 16th Oct : 05.40 AM
Iteration 5 - 16th Oct : 05.40 AM
Iteration 6 - 16th Oct : 05.40 AM
Iteration 7 - 16th Oct : 05.41 AM
Iteration 8 - 16th Oct : 05.41 AM
Iteration 9 - 16th Oct : 05.41 AM
Iteration 10 - 16th Oct : 05.41 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.41 AM
Iteration 2 - 16th Oct : 05.41 AM
Iteration 3 - 16th Oct : 05.41 AM
Iteration 4 - 16th Oct : 05.41 AM
Iteration 5 - 16th Oct : 05.41 AM
Iteration 6 - 16th Oct : 05.41 AM
Iteration 7 - 16th Oct : 05.41 AM
Iteration 8 - 16th Oct : 05.41 AM
Iteration 9 - 16th Oct : 05.41 AM
Iteration 10 - 16th Oct : 05.41 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.41 AM
Iteration 2 - 16th Oct : 05.41 AM
Iteration 3 - 16th Oct : 05.41 AM
Iteration 4 - 16th Oct : 05.41 AM
Iteration 5 - 16th Oct : 05.41 AM
Iteration 6 - 16th Oct : 05.41 AM
Iteration 7 - 16th Oct : 05.41 AM
Iteration 8 - 16th Oct : 05.41 AM
Iteration 9 - 16th Oct : 05.41 AM
Iteration 10 - 16th Oct : 05.41 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.41 AM
Iteration 2 - 16th Oct : 05.41 AM
Iteration 3 - 16th Oct : 05.41 AM
Iteration 4 - 16th Oct : 05.41 AM
Iteration 5 - 16th Oct : 05.41 AM
Iteration 6 - 16th Oct : 05.41 AM
Iteration 7 - 16th Oct : 05.41 AM
Iteration 8 - 16th Oct : 05.42 AM
Iteration 9 - 16th Oct : 05.42 AM
Iteration 10 - 16th Oct : 05.42 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.42 AM
Iteration 2 - 16th Oct : 05.42 AM
Iteration 3 - 16th Oct : 05.42 AM
Iteration 4 - 16th Oct : 05.42 AM
Iteration 5 - 16th Oct : 05.42 AM
Iteration 6 - 16th Oct : 05.42 AM
Iteration 7 - 16th Oct : 05.42 AM
Iteration 8 - 16th Oct : 05.42 AM
Iteration 9 - 16th Oct : 05.42 AM
Iteration 10 - 16th Oct : 05.42 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.42 AM
Iteration 2 - 16th Oct : 05.42 AM
Iteration 3 - 16th Oct : 05.42 AM
Iteration 4 - 16th Oct : 05.42 AM
Iteration 5 - 16th Oct : 05.42 AM
Iteration 6 - 16th Oct : 05.42 AM
Iteration 7 - 16th Oct : 05.42 AM
Iteration 8 - 16th Oct : 05.42 AM
Iteration 9 - 16th Oct : 05.42 AM
Iteration 10 - 16th Oct : 05.42 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.42 AM
Iteration 2 - 16th Oct : 05.42 AM
Iteration 3 - 16th Oct : 05.42 AM
Iteration 4 - 16th Oct : 05.42 AM
Iteration 5 - 16th Oct : 05.42 AM
Iteration 6 - 16th Oct : 05.42 AM
Iteration 7 - 16th Oct : 05.42 AM
Iteration 8 - 16th Oct : 05.42 AM
Iteration 9 - 16th Oct : 05.43 AM
Iteration 10 - 16th Oct : 05.43 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.43 AM
Iteration 2 - 16th Oct : 05.43 AM
Iteration 3 - 16th Oct : 05.43 AM
Iteration 4 - 16th Oct : 05.43 AM
Iteration 5 - 16th Oct : 05.43 AM
Iteration 6 - 16th Oct : 05.43 AM
Iteration 7 - 16th Oct : 05.43 AM
Iteration 8 - 16th Oct : 05.43 AM
Iteration 9 - 16th Oct : 05.43 AM
Iteration 10 - 16th Oct : 05.43 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.43 AM
Iteration 2 - 16th Oct : 05.43 AM
Iteration 3 - 16th Oct : 05.43 AM
Iteration 4 - 16th Oct : 05.43 AM
Iteration 5 - 16th Oct : 05.43 AM
Iteration 6 - 16th Oct : 05.43 AM
Iteration 7 - 16th Oct : 05.43 AM
Iteration 8 - 16th Oct : 05.43 AM
Iteration 9 - 16th Oct : 05.43 AM
Iteration 10 - 16th Oct : 05.43 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.43 AM
Iteration 2 - 16th Oct : 05.43 AM
Iteration 3 - 16th Oct : 05.43 AM
Iteration 4 - 16th Oct : 05.43 AM
Iteration 5 - 16th Oct : 05.43 AM
Iteration 6 - 16th Oct : 05.43 AM
Iteration 7 - 16th Oct : 05.43 AM
Iteration 8 - 16th Oct : 05.43 AM
Iteration 9 - 16th Oct : 05.43 AM
Iteration 10 - 16th Oct : 05.44 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.44 AM
Iteration 2 - 16th Oct : 05.44 AM
Iteration 3 - 16th Oct : 05.44 AM
Iteration 4 - 16th Oct : 05.44 AM
Iteration 5 - 16th Oct : 05.44 AM
Iteration 6 - 16th Oct : 05.44 AM
Iteration 7 - 16th Oct : 05.44 AM
Iteration 8 - 16th Oct : 05.44 AM
Iteration 9 - 16th Oct : 05.44 AM
Iteration 10 - 16th Oct : 05.44 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.44 AM
Iteration 2 - 16th Oct : 05.44 AM
Iteration 3 - 16th Oct : 05.44 AM
Iteration 4 - 16th Oct : 05.44 AM
Iteration 5 - 16th Oct : 05.44 AM
Iteration 6 - 16th Oct : 05.44 AM
Iteration 7 - 16th Oct : 05.44 AM
Iteration 8 - 16th Oct : 05.44 AM
Iteration 9 - 16th Oct : 05.44 AM
Iteration 10 - 16th Oct : 05.44 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.44 AM
Iteration 2 - 16th Oct : 05.44 AM
Iteration 3 - 16th Oct : 05.44 AM
Iteration 4 - 16th Oct : 05.44 AM
Iteration 5 - 16th Oct : 05.44 AM
Iteration 6 - 16th Oct : 05.44 AM
Iteration 7 - 16th Oct : 05.44 AM
Iteration 8 - 16th Oct : 05.44 AM
Iteration 9 - 16th Oct : 05.44 AM
Iteration 10 - 16th Oct : 05.45 AM


Round 250++ - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.45 AM
Iteration 2 - 16th Oct : 06.01 AM
Iteration 3 - 16th Oct : 06.01 AM
Iteration 4 - 16th Oct : 06.01 AM



Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 07.52 AM
Iteration 2 - 16th Oct : 07.52 AM
Iteration 3 - 16th Oct : 07.52 AM
Iteration 4 - 16th Oct : 07.52 AM
Iteration 5 - 16th Oct : 07.52 AM
Iteration 6 - 16th Oct : 07.52 AM
Iteration 7 - 16th Oct : 07.53 AM
Iteration 8 - 16th Oct : 07.53 AM
Iteration 9 - 16th Oct : 07.53 AM
Iteration 10 - 16th Oct : 07.53 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 07.53 AM
Iteration 2 - 16th Oct : 07.53 AM
Iteration 3 - 16th Oct : 07.53 AM
Iteration 4 - 16th Oct : 07.53 AM
Iteration 5 - 16th Oct : 07.53 AM
Iteration 6 - 16th Oct : 07.53 AM
Iteration 7 - 16th Oct : 07.53 AM


Round 1 - Start Time: 07.51 PM
Iteration 1 - 16th Oct : 07.51 PM
Iteration 2 - 16th Oct : 07.51 PM
Iteration 3 - 16th Oct : 07.51 PM
Iteration 4 - 16th Oct : 07.51 PM
Iteration 5 - 16th Oct : 07.51 PM
Iteration 6 - 16th Oct : 07.51 PM
Iteration 7 - 16th Oct : 07.51 PM
Iteration 8 - 16th Oct : 07.51 PM
Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 07.52 PM
Iteration 2 - 16th Oct : 07.52 PM
Iteration 3 - 16th Oct : 07.52 PM
Iteration 4 - 16th Oct : 07.52 PM
Iteration 5 - 16th Oct : 07.52 PM
Iteration 6 - 16th Oct : 07.52 PM
Iteration 7 - 16th Oct : 07.52 PM
Iteration 8 - 16th Oct : 07.52 PM
Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 07.53 PM
Iteration 2 - 16th Oct : 07.53 PM
Iteration 3 - 16th Oct : 07.53 PM
Iteration 4 - 16th Oct : 07.53 PM
